timestamp,phase,actual_label,predicted_label,system_alert,face_detected,eye_openness,closure_score,lid_proximity,ear,consecutive_closed_frames
2026-08-30T23:42:35.325,Alert — Eyes Open,0,1,0,1,38.795,61.205,87.213,0.36783,1
2026-08-30T23:42:35.427,Alert — Eyes Open,0,1,0,1,40.507,59.493,86.196,0.37913,2
2026-08-30T23:42:35.526,Alert — Eyes Open,0,1,0,1,34.039,65.961,89.891,0.37338,3
2026-08-30T23:42:35.615,Alert — Eyes Open,0,1,0,1,34.3,65.7,87.339,0.37585,4
2026-08-30T23:42:35.691,Alert — Eyes Open,0,1,1,1,39.498,60.502,88.775,0.37801,5
2026-08-30T23:42:35.768,Alert — Eyes Open,0,1,1,1,35.914,64.086,90.148,0.3706,6
2026-08-30T23:42:35.872,Alert — Eyes Open,0,1,1,1,38.071,61.929,84.468,0.37979,7
2026-08-30T23:42:35.976,Alert — Eyes Open,0,0,1,1,67.181,32.819,61.738,0.42802,5
2026-08-30T23:42:36.059,Alert — Eyes Open,0,0,0,1,69.652,30.348,55.655,0.44331,3
2026-08-30T23:42:36.158,Alert — Eyes Open,0,0,0,1,71.273,28.727,51.66,0.46241,1
2026-08-30T23:42:36.248,Alert — Eyes Open,0,0,0,1,68.51,31.49,53.805,0.45435,0
2026-08-30T23:42:36.330,Alert — Eyes Open,0,0,0,1,69.108,30.892,54.645,0.45089,0
2026-08-30T23:42:36.420,Alert — Eyes Open,0,0,0,1,59.587,40.413,75.465,0.39259,0
2026-08-30T23:42:36.511,Alert — Eyes Open,0,1,0,1,51.94,48.06,79.599,0.39072,1
2026-08-30T23:42:36.601,Alert — Eyes Open,0,0,0,1,63.388,36.612,67.597,0.4003,0
2026-08-30T23:42:36.705,Alert — Eyes Open,0,0,0,1,67.102,32.898,55.644,0.44417,0
2026-08-30T23:42:36.799,Alert — Eyes Open,0,0,0,1,68.254,31.746,53.646,0.45593,0
2026-08-30T23:42:36.886,Alert — Eyes Open,0,0,0,1,71.736,28.264,51.834,0.46822,0
2026-08-30T23:42:37.019,Alert — Eyes Open,0,0,0,1,72.637,27.363,49.834,0.47357,0
2026-08-30T23:42:37.130,Alert — Eyes Open,0,0,0,1,70.34,29.66,52.732,0.46401,0
2026-08-30T23:42:37.213,Alert — Eyes Open,0,0,0,1,70.015,29.985,52.897,0.46445,0
2026-08-30T23:42:37.317,Alert — Eyes Open,0,0,0,1,69.605,30.395,51.483,0.47431,0
2026-08-30T23:42:37.431,Alert — Eyes Open,0,0,0,1,68.73,31.27,53.646,0.4652,0
2026-08-30T23:42:37.533,Alert — Eyes Open,0,0,0,1,71.367,28.633,48.827,0.4714,0
2026-08-30T23:42:37.666,Alert — Eyes Open,0,0,0,1,71.374,28.626,50.694,0.47485,0
2026-08-30T23:42:37.798,Alert — Eyes Open,0,0,0,1,71.369,28.631,51.734,0.46236,0
2026-08-30T23:42:37.893,Alert — Eyes Open,0,0,0,1,72.086,27.914,49.747,0.4752,0
2026-08-30T23:42:38.012,Alert — Eyes Open,0,0,0,1,72.299,27.701,46.716,0.47865,0
2026-08-30T23:42:38.116,Alert — Eyes Open,0,0,0,1,72.891,27.109,46.716,0.48946,0
2026-08-30T23:42:38.202,Alert — Eyes Open,0,0,0,1,72.859,27.141,46.716,0.48388,0
2026-08-30T23:42:38.316,Alert — Eyes Open,0,0,0,1,72.88,27.12,44.506,0.4879,0
2026-08-30T23:42:38.450,Alert — Eyes Open,0,0,0,1,69.477,30.523,52.5,0.45386,0
2026-08-30T23:42:38.573,Alert — Eyes Open,0,0,0,1,70.59,29.41,53.805,0.4548,0
2026-08-30T23:42:38.670,Alert — Eyes Open,0,0,0,1,69.331,30.669,51.669,0.46764,0
2026-08-30T23:42:38.764,Alert — Eyes Open,0,0,0,1,67.456,32.544,56.773,0.43988,0
2026-08-30T23:42:38.855,Alert — Eyes Open,0,0,0,1,69.232,30.768,54.645,0.45668,0
2026-08-30T23:42:38.942,Alert — Eyes Open,0,0,0,1,68.077,31.923,53.791,0.45478,0
2026-08-30T23:42:39.042,Alert — Eyes Open,0,0,0,1,70.177,29.823,55.781,0.45297,0
2026-08-30T23:42:39.151,Alert — Eyes Open,0,0,0,1,69.591,30.409,52.647,0.45908,0
2026-08-30T23:42:39.262,Alert — Eyes Open,0,0,0,1,68.832,31.168,54.655,0.44703,0
2026-08-30T23:42:39.394,Alert — Eyes Open,0,0,0,1,69.734,30.266,49.673,0.47071,0
2026-08-30T23:42:39.497,Alert — Eyes Open,0,0,0,1,69.333,30.667,51.682,0.4631,0
2026-08-30T23:42:39.608,Alert — Eyes Open,0,0,0,1,68.795,31.205,54.618,0.45232,0
2026-08-30T23:42:39.706,Alert — Eyes Open,0,0,0,1,68.907,31.093,51.799,0.45702,0
2026-08-30T23:42:39.809,Alert — Eyes Open,0,0,0,1,68.694,31.306,51.813,0.45076,0
2026-08-30T23:42:39.888,Alert — Eyes Open,0,0,0,1,72.308,27.692,49.682,0.46902,0
2026-08-30T23:42:39.990,Alert — Eyes Open,0,0,0,1,69.403,30.597,52.813,0.45354,0
2026-08-30T23:42:40.110,Alert — Eyes Open,0,0,0,1,73.38,26.62,50.827,0.46924,0
2026-08-30T23:42:40.220,Alert — Eyes Open,0,0,0,1,69.96,30.04,50.806,0.45485,0
2026-08-30T23:42:40.302,Alert — Eyes Open,0,0,0,1,70.885,29.115,50.524,0.46549,0
2026-08-30T23:42:40.394,Alert — Eyes Open,0,0,0,1,70.063,29.937,52.655,0.4582,0
2026-08-30T23:42:40.490,Alert — Eyes Open,0,0,0,1,68.418,31.582,51.792,0.45095,0
2026-08-30T23:42:40.583,Alert — Eyes Open,0,0,0,1,68.888,31.112,52.647,0.44333,0
2026-08-30T23:42:40.667,Alert — Eyes Open,0,0,0,1,70.814,29.186,50.682,0.4653,0
2026-08-30T23:42:40.768,Alert — Eyes Open,0,0,0,1,70.341,29.659,50.923,0.45938,0
2026-08-30T23:42:40.858,Alert — Eyes Open,0,0,0,1,71.126,28.874,50.827,0.46887,0
2026-08-30T23:42:40.958,Alert — Eyes Open,0,0,0,1,71.788,28.212,48.694,0.4767,0
2026-08-30T23:42:41.088,Alert — Eyes Open,0,0,0,1,70.576,29.424,49.694,0.47281,0
2026-08-30T23:42:41.216,Alert — Eyes Open,0,0,0,1,72.0,28.0,49.705,0.4634,0
2026-08-30T23:42:41.353,Alert — Eyes Open,0,0,0,1,70.035,29.965,49.673,0.46847,0
2026-08-30T23:42:41.443,Alert — Eyes Open,0,0,0,1,69.775,30.225,51.505,0.46578,0
2026-08-30T23:42:41.524,Alert — Eyes Open,0,0,0,1,71.544,28.456,51.66,0.46067,0
2026-08-30T23:42:41.639,Alert — Eyes Open,0,0,0,1,68.871,31.129,51.66,0.45623,0
2026-08-30T23:42:41.734,Alert — Eyes Open,0,0,0,1,70.132,29.868,49.505,0.46949,0
2026-08-30T23:42:41.844,Alert — Eyes Open,0,0,0,1,69.258,30.742,48.663,0.47194,0
2026-08-30T23:42:41.948,Alert — Eyes Open,0,0,0,1,71.201,28.799,47.541,0.48206,0
2026-08-30T23:42:42.053,Alert — Eyes Open,0,0,0,1,70.824,29.176,45.716,0.47498,0
2026-08-30T23:42:42.170,Alert — Eyes Open,0,0,0,1,72.003,27.997,46.537,0.48022,0
2026-08-30T23:42:42.260,Alert — Eyes Open,0,0,0,1,72.692,27.308,47.704,0.47463,0
2026-08-30T23:42:42.374,Alert — Eyes Open,0,0,0,1,71.226,28.774,47.716,0.48011,0
2026-08-30T23:42:42.469,Alert — Eyes Open,0,0,0,1,74.591,25.409,46.464,0.47967,0
2026-08-30T23:42:42.559,Alert — Eyes Open,0,0,0,1,72.262,27.738,44.539,0.47758,0
2026-08-30T23:42:42.637,Alert — Eyes Open,0,0,0,1,71.9,28.1,43.347,0.48583,0
2026-08-30T23:42:42.728,Alert — Eyes Open,0,0,0,1,72.481,27.519,42.708,0.50319,0
2026-08-30T23:42:42.804,Alert — Eyes Open,0,0,0,1,75.068,24.932,44.367,0.48724,0
2026-08-30T23:42:42.894,Alert — Eyes Open,0,0,0,1,73.414,26.586,44.715,0.4909,0
2026-08-30T23:42:42.998,Alert — Eyes Open,0,0,0,1,73.405,26.595,41.669,0.5034,0
2026-08-30T23:42:43.094,Alert — Eyes Open,0,0,0,1,73.27,26.73,44.483,0.49254,0
2026-08-30T23:42:43.166,Alert — Eyes Open,0,0,0,1,73.466,26.534,47.541,0.47894,0
2026-08-30T23:42:43.277,Alert — Eyes Open,0,0,0,1,72.187,27.813,48.485,0.48314,0
2026-08-30T23:42:43.376,Alert — Eyes Open,0,0,0,1,68.42,31.58,50.649,0.46764,0
2026-08-30T23:42:43.456,Alert — Eyes Open,0,0,0,1,66.547,33.453,57.763,0.44691,0
2026-08-30T23:42:43.551,Alert — Eyes Open,0,0,0,1,59.735,40.265,69.629,0.4169,0
2026-08-30T23:42:43.630,Alert — Eyes Open,0,0,0,1,67.939,32.061,55.622,0.45351,0
2026-08-30T23:42:43.719,Alert — Eyes Open,0,0,0,1,71.327,28.673,51.66,0.46203,0
2026-08-30T23:42:43.826,Alert — Eyes Open,0,0,0,1,72.4,27.6,46.537,0.4863,0
2026-08-30T23:42:43.935,Alert — Eyes Open,0,0,0,1,72.936,27.064,43.572,0.49729,0
2026-08-30T23:42:44.023,Alert — Eyes Open,0,0,0,1,73.295,26.705,44.642,0.49071,0
2026-08-30T23:42:44.116,Alert — Eyes Open,0,0,0,1,72.881,27.119,44.716,0.48242,0
2026-08-30T23:42:44.185,Alert — Eyes Open,0,0,0,1,75.206,24.794,41.49,0.51029,0
2026-08-30T23:42:44.283,Alert — Eyes Open,0,0,0,1,73.016,26.984,43.705,0.49185,0
2026-08-30T23:42:44.406,Alert — Eyes Open,0,0,0,1,71.379,28.621,47.682,0.48011,0
