timestamp,phase,actual_label,predicted_label,system_alert,face_detected,eye_openness,closure_score,lid_proximity,ear,consecutive_closed_frames
2026-08-30T23:32:46.948,Alert — Eyes Open,0,0,0,1,71.627,28.373,50.669,0.50759,0
2026-08-30T23:32:47.110,Alert — Eyes Open,0,0,0,1,72.593,27.407,48.795,0.52332,0
2026-08-30T23:32:47.243,Alert — Eyes Open,0,0,0,1,71.868,28.132,51.337,0.50349,0
2026-08-30T23:32:47.358,Alert — Eyes Open,0,0,0,1,72.777,27.223,51.944,0.5081,0
2026-08-30T23:32:47.455,Alert — Eyes Open,0,0,0,1,72.534,27.466,54.082,0.51004,0
2026-08-30T23:32:47.561,Alert — Eyes Open,0,0,0,1,71.547,28.453,53.127,0.49925,0
2026-08-30T23:32:47.649,Alert — Eyes Open,0,0,0,1,75.537,24.463,49.008,0.53028,0
2026-08-30T23:32:47.755,Alert — Eyes Open,0,0,0,1,74.697,25.303,42.51,0.54404,0
2026-08-30T23:32:47.877,Alert — Eyes Open,0,0,0,1,76.091,23.909,41.302,0.55037,0
2026-08-30T23:32:47.963,Alert — Eyes Open,0,0,0,1,70.004,29.996,56.538,0.496,0
2026-08-30T23:32:48.043,Alert — Eyes Open,0,0,0,1,70.666,29.334,57.797,0.48388,0
2026-08-30T23:32:48.135,Alert — Eyes Open,0,0,0,1,69.834,30.166,57.243,0.48329,0
2026-08-30T23:32:48.214,Alert — Eyes Open,0,0,0,1,69.753,30.247,57.532,0.47373,0
2026-08-30T23:32:48.318,Alert — Eyes Open,0,0,0,1,70.602,29.398,58.007,0.49312,0
2026-08-30T23:32:48.436,Alert — Eyes Open,0,0,0,1,72.073,27.927,56.823,0.49407,0
2026-08-30T23:32:48.534,Alert — Eyes Open,0,0,0,1,72.572,27.428,48.972,0.51865,0
2026-08-30T23:32:48.635,Alert — Eyes Open,0,0,0,1,72.27,27.73,51.16,0.5044,0
2026-08-30T23:32:48.719,Alert — Eyes Open,0,0,0,1,72.875,27.125,51.701,0.50822,0
2026-08-30T23:32:48.824,Alert — Eyes Open,0,0,0,1,72.36,27.64,48.206,0.55762,0
2026-08-30T23:32:48.923,Alert — Eyes Open,0,0,0,1,71.943,28.057,45.987,0.56344,0
2026-08-30T23:32:49.021,Alert — Eyes Open,0,0,0,1,74.604,25.396,44.162,0.56541,0
2026-08-30T23:32:49.108,Alert — Eyes Open,0,0,0,1,72.77,27.23,48.936,0.54916,0
2026-08-30T23:32:49.198,Alert — Eyes Open,0,0,0,1,73.858,26.142,52.681,0.5669,0
2026-08-30T23:32:49.312,Alert — Eyes Open,0,0,0,1,56.957,43.043,61.765,0.68742,0
2026-08-30T23:32:49.409,Alert — Eyes Open,0,0,0,1,60.865,39.135,58.212,0.7757,0
2026-08-30T23:32:49.515,Alert — Eyes Open,0,0,0,1,63.759,36.241,56.369,0.77051,0
2026-08-30T23:32:49.603,Alert — Eyes Open,0,0,0,1,61.226,38.774,58.459,0.77533,0
2026-08-30T23:32:49.719,Alert — Eyes Open,0,0,0,1,63.557,36.443,55.789,0.76449,0
2026-08-30T23:32:49.827,Alert — Eyes Open,0,0,0,1,67.544,32.456,54.196,0.71866,0
2026-08-30T23:32:49.944,Alert — Eyes Open,0,0,0,1,65.936,34.064,55.889,0.65766,0
2026-08-30T23:32:50.038,Alert — Eyes Open,0,0,0,1,63.331,36.669,56.437,0.66464,0
2026-08-30T23:32:50.133,Alert — Eyes Open,0,0,0,1,63.892,36.108,55.438,0.71291,0
2026-08-30T23:32:50.238,Alert — Eyes Open,0,0,0,1,63.728,36.272,60.587,0.68617,0
2026-08-30T23:32:50.324,Alert — Eyes Open,0,0,0,1,65.143,34.857,55.301,0.72892,0
2026-08-30T23:32:50.427,Alert — Eyes Open,0,0,0,1,67.316,32.684,53.196,0.69118,0
2026-08-30T23:32:50.526,Alert — Eyes Open,0,0,0,1,61.817,38.183,54.842,0.67114,0
