timestamp,phase,actual_label,predicted_label,system_alert,face_detected,eye_openness,closure_score,lid_proximity,ear,consecutive_closed_frames
2026-08-30T23:33:19.872,Alert — Eyes Open,0,0,0,0,0.0,0.0,0.0,0.0,0
2026-08-30T23:33:20.006,Alert — Eyes Open,0,0,0,1,73.013,26.987,37.742,0.48517,0
2026-08-30T23:33:20.102,Alert — Eyes Open,0,0,0,1,70.701,29.299,42.474,0.47863,0
2026-08-30T23:33:20.186,Alert — Eyes Open,0,0,0,1,73.353,26.647,38.533,0.47884,0
2026-08-30T23:33:20.264,Alert — Eyes Open,0,0,0,1,71.609,28.391,41.657,0.48456,0
2026-08-30T23:33:20.346,Alert — Eyes Open,0,0,0,1,71.972,28.028,41.717,0.48169,0
2026-08-30T23:33:20.444,Alert — Eyes Open,0,0,0,1,72.114,27.886,45.411,0.47343,0
2026-08-30T23:33:20.555,Alert — Eyes Open,0,0,0,1,72.23,27.77,43.555,0.46678,0
2026-08-30T23:33:20.694,Alert — Eyes Open,0,0,0,1,71.333,28.667,44.759,0.46847,0
2026-08-30T23:33:20.784,Alert — Eyes Open,0,0,0,1,67.882,32.118,50.745,0.43298,0
2026-08-30T23:33:20.873,Alert — Eyes Open,0,0,0,1,73.958,26.042,42.911,0.45763,0
2026-08-30T23:33:20.955,Alert — Eyes Open,0,0,0,1,72.736,27.264,43.964,0.45503,0
2026-08-30T23:33:21.027,Alert — Eyes Open,0,0,0,1,72.539,27.461,40.929,0.4596,0
2026-08-30T23:33:21.115,Alert — Eyes Open,0,0,0,1,74.111,25.889,42.86,0.46776,0
2026-08-30T23:33:21.191,Alert — Eyes Open,0,0,0,1,72.686,27.314,44.912,0.44754,0
2026-08-30T23:33:21.278,Alert — Eyes Open,0,0,0,1,72.922,27.078,40.58,0.46256,0
2026-08-30T23:33:21.367,Alert — Eyes Open,0,0,0,1,76.019,23.981,36.719,0.48148,0
2026-08-30T23:33:21.458,Alert — Eyes Open,0,0,0,1,78.364,21.636,30.85,0.49661,0
2026-08-30T23:33:21.563,Alert — Eyes Open,0,0,0,1,78.113,21.887,29.879,0.51054,0
2026-08-30T23:33:21.652,Alert — Eyes Open,0,0,0,1,77.359,22.641,34.634,0.48147,0
2026-08-30T23:33:21.732,Alert — Eyes Open,0,0,0,1,75.757,24.243,32.766,0.48317,0
2026-08-30T23:33:21.803,Alert — Eyes Open,0,0,0,1,73.93,26.07,39.834,0.45015,0
2026-08-30T23:33:21.902,Alert — Eyes Open,0,0,0,1,76.998,23.002,31.928,0.47454,0
2026-08-30T23:33:21.975,Alert — Eyes Open,0,0,0,1,76.564,23.436,27.795,0.48226,0
2026-08-30T23:33:22.054,Alert — Eyes Open,0,0,0,1,77.801,22.199,29.766,0.47886,0
2026-08-30T23:33:22.132,Alert — Eyes Open,0,0,0,1,78.851,21.149,25.735,0.4851,0
2026-08-30T23:33:22.198,Alert — Eyes Open,0,0,0,1,77.277,22.723,28.875,0.47576,0
2026-08-30T23:33:22.288,Alert — Eyes Open,0,0,0,1,80.17,19.83,24.949,0.49164,0
2026-08-30T23:33:22.365,Alert — Eyes Open,0,0,0,1,80.756,19.244,22.872,0.49127,0
2026-08-30T23:33:22.441,Alert — Eyes Open,0,0,0,1,79.884,20.116,23.733,0.49342,0
2026-08-30T23:33:22.521,Alert — Eyes Open,0,0,0,1,79.677,20.323,23.895,0.49461,0
2026-08-30T23:33:22.587,Alert — Eyes Open,0,0,0,1,79.434,20.566,26.946,0.48226,0
2026-08-30T23:33:22.670,Alert — Eyes Open,0,0,0,1,79.091,20.909,27.723,0.49126,0
2026-08-30T23:33:22.749,Alert — Eyes Open,0,0,0,1,80.994,19.006,22.936,0.49419,0
2026-08-30T23:33:22.844,Alert — Eyes Open,0,0,0,1,80.58,19.42,22.885,0.49213,0
2026-08-30T23:33:22.926,Alert — Eyes Open,0,0,0,1,78.494,21.506,27.858,0.47765,0
2026-08-30T23:33:23.010,Alert — Eyes Open,0,0,0,1,79.48,20.52,26.932,0.48126,0
2026-08-30T23:33:23.077,Alert — Eyes Open,0,0,0,1,78.708,21.292,24.828,0.49032,0
2026-08-30T23:33:23.166,Alert — Eyes Open,0,0,0,1,80.21,19.79,24.74,0.49016,0
2026-08-30T23:33:23.275,Alert — Eyes Open,0,0,0,1,79.389,20.611,26.865,0.48211,0
2026-08-30T23:33:23.378,Alert — Eyes Open,0,0,0,1,76.61,23.39,30.766,0.47118,0
2026-08-30T23:33:23.480,Alert — Eyes Open,0,0,0,1,78.357,21.643,30.928,0.47066,0
2026-08-30T23:33:23.567,Alert — Eyes Open,0,0,0,1,76.46,23.54,30.928,0.47226,0
